image,caption
00469.png,"""The passport in the image is a United States passport with these details: The type is designated as P, for a personal passport. The country code is USA, denoting the United States of America. The passport number is 199373860. The surname of the passport holder is Miller, and the given name is Gilbert. Gilbert's nationality is listed as United States of America. His date of birth is November 2, 1999, and the place of birth is the Holy See (Vatican City State). The passport lists the holder's sex as male, with the letter 'M'. It was issued on July 12, 2013, and is set to expire on July 12, 2023. The issuing authority is the United States Department of State. There is a note to 'See page 27', suggesting there are further endorsements or annotations on that page. The machine-readable zone at the bottom includes all the essential data in a format suitable for automated reading systems."","
00470.png,"""The image displays a United States passport with these specifics: The passport type is P, which is standard for a personal passport. It lists the country code as USA, signifying the United States of America. The passport number is 398655946. The holder’s surname is Gonzalez, and her given name is Jennifer. Jennifer's nationality is given as United States of America. Her date of birth is September 1, 2000, and her place of birth is Guyana. The sex listed on the passport is female, indicated by 'F'. The passport's date of issue is February 1, 2013, and it is set to expire on February 1, 2023. The issuing authority is the United States Department of State. A direction to 'See page 27', implies that there are additional details or endorsements on that particular page. The machine-readable zone at the bottom encodes essential information for electronic processing at border checks."","
00471.png,"""The image shows a United States passport with the following details: The type of passport is P, indicative of a personal passport. The country code USA denotes the United States of America. The passport number is 314850453. The surname of the individual is Valdez, and the given name is Philip. Philip's nationality is the United States of America. His date of birth is August 14, 1964, and the place of birth is Switzerland. The gender is marked as male, with 'M' for sex. The passport was issued on June 29, 2008, and expired on June 29, 2018. The authority that issued the passport is the United States Department of State. An instruction to 'See page 27' is present, which usually indicates that there may be additional information or endorsements on that page. The machine-readable zone at the bottom has encoded the passport's essential details for automated reading systems."","
00472.png,"""The image depicts a United States passport with the following information: The passport type is P, which stands for a personal passport. The code indicating the country is USA for the United States of America. The passport number is 273693832. The surname listed is Armstrong, and the given names are Danny. Danny's nationality is United States of America. He was born on July 2, 1964, in Finland. The sex of the passport holder is male, as denoted by 'M'. This passport was issued on May 7, 1986, and expired on May 6, 1996. The issuing authority is the United States Department of State. A note to 'See page 27' suggests that there might be additional information or endorsements on that page. The machine-readable zone at the bottom encodes the passport's critical information for electronic scanning at border security points."","
00473.png,"""The image depicts a United States personal passport, designated by type P and the country code USA. It carries the passport number 364896210. The document is issued to Valerie Kaufman, with Valerie being her first name and Kaufman her last name. She holds American nationality, was born on September 18, 1973, in Nigeria, and is identified as female with the designation 'F'. The passport was issued by the United States Department of State on March 15, 2015, and is valid until March 14, 2025. A directive to 'See page 27' indicates the likelihood of supplementary information or visas on that page. The document's machine-readable zone at the bottom encodes all the aforementioned information, facilitating its scanning at immigration checkpoints."","
00474.png,"""The image is of a United States passport with the following details: The type of passport is P, which is standard for a personal passport. The country code is USA, indicative of the United States of America. The passport number is 342348258. The holder's surname is Duarte, and the given names are William. William's nationality is the United States of America. His date of birth is August 2, 1996, and he was born in Mayotte. The passport holder's sex is male, as denoted by 'M'. The passport was issued on July 27, 2017, and it is set to expire on July 27, 2027. The authority that issued the passport is the United States Department of State. There is a mention to 'See page 27' which typically indicates that there are additional endorsements or annotations on that page. Finally, the machine-readable zone at the bottom provides a scannable summary of the passport's information for automated systems."","
00475.png,"""The image depicts a United States passport with the following details: The passport type is P, suggesting it is a personal or regular passport, and it is coded for the United States of America (USA). The passport number is 209975564. The bearer's surname is Warner, with the given name of Aaron. The nationality is listed as United States of America, and the date of birth is 24th November 1987, with the place of birth being Suriname. The passport holder's sex is male, as indicated by 'M'. This passport was issued on 21st October 2006 and reached its expiration on 20th October 2016. The issuing authority is the United States Department of State. An instruction to 'See page 27' suggests that additional endorsements or annotations are present on that page. The machine-readable zone provides a scannable summary of the passport holder's details for use at border controls."","
00476.png,"""The image presents a United States personal passport, marked with the type P and the country code USA, indicating it is for the United States of America. The passport's number is 926807835, and it is issued to Joseph Morrow, with Joseph being his first name and Morrow his surname. His nationality is listed as the United States of America. Joseph's birthdate is July 28, 1994, and he was born in Iran. The gender of the passport holder is male, denoted by 'M'. This passport was issued by the United States Department of State on August 4, 2013, and it is set to expire on August 4, 2023. A reference to 'See page 27' implies the existence of further details or notes on that page. Additionally, the passport includes a machine-readable zone at the bottom, which encodes Joseph's personal details for electronic scanning at immigration."","
00477.png,"""The image is of a United States passport with the following details: The type of passport is P, which is for personal use. The code indicating the country is USA for the United States of America. The passport number is 333242788. The holder's surname is Hodge, and the given names are Robert. Robert's nationality is the United States of America. His date of birth is August 15, 1972, and the place of birth is listed as Malta. The passport holder's sex is male, as indicated by 'M'. The passport was issued on May 13, 1986, and expired on May 12, 1996. The issuing authority is the United States Department of State. There is a note to 'See page 27,' which typically means there may be additional information or endorsements on that page. The machine-readable zone at the bottom contains all the necessary details for electronic scanning at border checkpoints."","
00478.png,"""The image displays a United States passport with the following details: The passport type is P, commonly used for personal passports. The code USA indicates the United States of America. The passport number is 008442636. The surname of the holder is Goodman, and the given names are Lynn. Lynn's nationality is the United States of America. Her date of birth is February 15, 1971, and her place of birth is Guinea. The sex of the passport holder is female, denoted by 'F'. The passport was issued on October 4, 1998, and expired on October 3, 2008. The authority that issued the passport is the United States Department of State. An instruction to 'See page 27' is noted, which usually means that there might be additional endorsements or annotations on that page. The machine-readable zone at the bottom includes encoded personal and passport details for electronic scanning systems."","
00479.png,"""The image depicts a United States personal passport, indicated by the type P and the country designation USA for the United States of America. The document's number is 776525541, and it belongs to an individual named Robert Williams, with Robert as his given name and Williams as his surname. His nationality is American, and he was born on October 29, 1982, in the Svalbard & Jan Mayen Islands. The passport identifies the holder's sex as male, with the letter 'M'. Issued by the United States Department of State on December 11, 1999, this passport was valid until December 10, 2009. A note instructing to 'See page 27 suggests the presence of additional annotations or information on that page. Furthermore, the passport includes a machine-readable zone at the bottom, ensuring it can be efficiently processed by electronic systems at border controls."","
00480.png,"""The photograph illustrates a United States personal passport, categorized under type P with the country code USA, signifying the United States of America. It features the passport number 575079556 and is issued to William Richardson, where William is the given name and Richardson the surname. His nationality is the United States of America, born on August 24, 1973, in the Kyrgyz Republic. The document specifies the passport holder's gender as male, indicated by 'M'. The United States Department of State issued the passport on November 23, 1999, with an expiration date of November 22, 2009. An instruction to 'See page 27' hints at possible additional information or endorsements located on that page. The bottom section of the passport includes a machine-readable zone that encapsulates all critical information for electronic scanning during international travel."","
00481.png,"""The image presents a United States passport with the following details: The type is P, indicating a personal passport. The country code USA represents the United States of America. The passport number is 395894485. The surname of the individual is Taylor, and the given names read Todd. Todd's nationality is the United States of America. His date of birth is November 14, 1960, and he was born in Kenya. The sex of the passport holder is male, marked as 'M'. The passport was issued on January 22, 2016, with an expiration date of January 21, 2026. The issuing authority is the United States Department of State. There is a direction to 'See page 27,' which usually indicates that there may be additional information or visas on that page. The machine-readable zone at the bottom has encoded details for automated processing at border controls."","
00482.png,"""The photograph depicts a United States personal passport, identified by the type P and the country code USA, which stands for the United States of America. The passport's number is 909626471, and it is assigned to an individual with the surname Adams and the given name Paul. Paul holds American nationality and was born on March 10, 1981, in Costa Rica. The document indicates that the holder is male, marked by the letter 'M'. It was issued by the United States Department of State on September 29, 2003, and reached its expiration on September 28, 2013. A reminder to 'See page 27' suggests the presence of additional details or annotations on that page. Moreover, the passport includes a machine-readable zone at the bottom, designed to store essential information for automated reading systems at immigration checkpoints."""
00483.png,"""The image is of a United States passport with the following details: The type is P, for personal use. The country code is USA, denoting the United States of America. The passport number is 826232091. The surname of the passport holder is Parrish, and the given names are Ashley. Ashley's nationality is the United States of America. Her date of birth is January 11, 2001, and the place of birth is Gabon. The sex of the passport holder is female, indicated by 'F'. The passport was issued on March 3, 2011, and expired on March 2, 2021. The issuing authority is the United States Department of State. A note to 'See page 27' is included, which typically refers to additional information or endorsements that may be found on that page. The machine-readable zone at the bottom contains all the vital information in a format that can be scanned and read by machines at border controls."","
00484.png,"""The image presents a United States personal passport, characterized by the type P and the country code USA, which signifies the United States of America. The document's number is 412643566, and it is issued to an individual with the surname Lopez and the given name Jason. Jason's citizenship is listed as the United States of America, with his birth occurring on April 25, 1995, in Azerbaijan. The passport indicates the holder's gender as male, denoted by 'M'. Issued on August 22, 2007, by the United States Department of State, it expired on August 21, 2017. An instruction to 'See page 27' implies the existence of additional endorsements or information on that page. Furthermore, the passport features a machine-readable zone at the bottom, ensuring that all vital details are accessible for automated scanning during international border crossings."","
00485.png,"""The image displays a United States personal passport, designated with the type P and the country code USA, which identifies it as belonging to the United States of America. The passport, numbered 965499130, is issued to an individual named Cynthia Flores. Cynthia holds American nationality, with her birthdate recorded as September 21, 1993, and her birthplace being the British Indian Ocean Territory (Chagos Archipelago). The document specifies the holder's gender as female, marked with an 'F'. Issued by the United States Department of State on January 12, 2018, the passport has an expiration date of January 12, 2028. A directive to 'See page 27' suggests the presence of further details or notes on that page. Additionally, the passport features a machine-readable zone at the bottom, which contains all necessary information formatted for electronic scanning at border controls."","
00486.png,"""The photograph displays a personal passport from the United States, indicated by the type P and the country code USA. The document's number is 071465318. It belongs to an individual named Amy Baldwin. Amy's citizenship is listed as United States of America, with her birthdate being March 23, 1990, and her birthplace noted as Lesotho. The passport identifies the holder's gender as female, marked by the letter 'F'. It was issued by the United States Department of State on October 24, 2008, and reached its expiration on October 24, 2018. A note pointing to 'See page 27' implies there may be further details or endorsements found there. The bottom of the passport features a machine-readable zone that confirms the details provided above."","
00487.png,"""The photograph illustrates a United States personal passport, classified under type P with the country code USA, denoting the United States of America. The passport, bearing the number 386051871, belongs to Tammy Dalton. Her nationality is American, with her birth date listed as September 25, 1970, and her birthplace noted as the United Arab Emirates. The document identifies the holder's gender as female, with an 'F' indicator. Issued by the United States Department of State on April 7, 2005, this passport expired on April 7, 2015. An instruction to 'See page 27' hints at possible additional information or annotations within. Furthermore, the passport includes a machine-readable zone at the bottom, ensuring all critical data is accessible for automated scanning during border control procedures."","
00488.png,"""The image is of a United States passport with these details: The passport type is P, denoting a personal passport. The country code is USA, for the United States of America. The passport number is 434286723. The surname of the holder is Jennings, and the given names are Evelyn. Evelyn's nationality is the United States of America. Her date of birth is March 9, 1972, and her place of birth is Wallis and Futuna. The passport holder's sex is female, as indicated by 'F'. The passport was issued on April 1, 1988, and expired on April 1, 1998. The issuing authority is the United States Department of State. A note to 'See page 27' is included, suggesting that there are additional endorsements or annotations on that page. The machine-readable zone at the bottom of the passport includes encoded personal details suitable for automated processing at border controls."","
00489.png,"""The image shows a United States passport with the following information: The passport type is P, indicating it is a personal passport. The country code is USA, which stands for the United States of America. The passport number is 757260455. The holder's surname is Gordon, and the given name is Steve. Steve's nationality is the United States of America. His date of birth is September 1, 1967, and his place of birth is Angola. The sex of the passport holder is male, indicated by 'M'. The passport was issued on December 10, 1988, and expired on December 10, 1998. The issuing authority is the United States Department of State. A directive to 'See page 27' is present, likely indicating that there are additional endorsements or annotations on that page. The machine-readable zone at the bottom contains the essential information in a format that can be read by automated systems at border checkpoints."","
00490.png,"""The photograph depicts a United States personal passport, classified as type P, with the country code USA, which signifies the United States of America. The document, numbered 306607483, is issued to Emily Juarez. Emily is an American national, born on July 2, 1977, in Taiwan. The passport identifies the holder's gender as female, with an 'F' marking. Issued by the United States Department of State on March 10, 2010, it expired on March 9, 2020. An instruction to 'See page 27' suggests the presence of further information or annotations on that page. Additionally, the passport includes a machine-readable zone at the bottom, ensuring that all essential details are available for automated scanning at immigration checkpoints."","
00491.png,"""The image displays a United States personal passport, identified as type P, denoting a personal passport, with the country code USA, representing the United States of America. The passport number is 043629016, issued to Ismail Omar, with Ismail as the given name and Omar as the surname. Ismail's nationality is listed as the United States of America, and he was born on June 13, 1990, in Washington, D.C., USA. The passport indicates the holder's gender as male, marked by 'M'. Issued by the United States Department of State on November 17, 2010, it expired on November 16, 2020. An instruction to 'See page 24' suggests that additional endorsements or annotations may be present on that page. Moreover, the passport includes a machine-readable zone at the bottom, containing all necessary information for electronic scanning at border checkpoints."","
00492.png,"""The image displays a United States personal passport, identified as type P, representing a personal passport, with the country code USA, signifying the United States of America. The passport number is 592733901, and it belongs to Camille Jourdain, with Hohl as the surname and Camille Jourdain as the given names. Camille's nationality is listed as the United States of America. She was born on July 18, 1999, in California, USA. The passport denotes the holder's sex as female, indicated by 'F'. Issued by the United States Department of State on Jan 11, 2019, the passport expired on Jan 10, 2029. A directive to 'See page 27' suggests the possibility of additional endorsements or annotations on that page. Additionally, the passport includes a machine-readable zone at the bottom, encompassing all necessary information for electronic scanning at border checkpoints."","
00493.png,"""The image is of a United States passport with the following details: The passport type is P, which typically denotes a personal passport. The country code is USA for the United States of America. The passport number is 171679082. The holder's surname is Smith, and the given name is Jonathan. Jonathan's nationality is United States of America. His date of birth is July 7, 1972, and the place of birth is Finland. The sex indicated on the passport is male, marked as 'M'. This passport was issued on February 1, 1985, and expired on February 1, 1995. The issuing authority is the United States Department of State. A reference to 'See page 27' is likely indicative of additional endorsements or notes within the passport. The machine-readable zone at the bottom encodes the passport's important details for automated systems used in travel document checks."","
00494.png,"""The passport in the image is a United States passport with these details: The type is designated as P, for a personal passport. The country code is USA, denoting the United States of America. The passport number is 199373860. The surname of the passport holder is Miller, and the given name is Gilbert. Gilbert's nationality is listed as United States of America. His date of birth is November 2, 1999, and the place of birth is the Holy See (Vatican City State). The passport lists the holder's sex as male, with the letter 'M'. It was issued on July 12, 2013, and is set to expire on July 12, 2023. The issuing authority is the United States Department of State. There is a note to 'See page 27', suggesting there are further endorsements or annotations on that page. The machine-readable zone at the bottom includes all the essential data in a format suitable for automated reading systems."","
00495.png,"""The image displays a United States passport with these specifics: The passport type is P, which is standard for a personal passport. It lists the country code as USA, signifying the United States of America. The passport number is 398655946. The holder’s surname is Gonzalez, and her given name is Jennifer. Jennifer's nationality is given as United States of America. Her date of birth is September 1, 2000, and her place of birth is Guyana. The sex listed on the passport is female, indicated by 'F'. The passport's date of issue is February 1, 2013, and it is set to expire on February 1, 2023. The issuing authority is the United States Department of State. A direction to 'See page 27', implies that there are additional details or endorsements on that particular page. The machine-readable zone at the bottom encodes essential information for electronic processing at border checks."","
00496.png,"""The image shows a United States passport with the following details: The type of passport is P, indicative of a personal passport. The country code USA denotes the United States of America. The passport number is 314850453. The surname of the individual is Valdez, and the given name is Philip. Philip's nationality is the United States of America. His date of birth is August 14, 1964, and the place of birth is Switzerland. The gender is marked as male, with 'M' for sex. The passport was issued on June 29, 2008, and expired on June 29, 2018. The authority that issued the passport is the United States Department of State. An instruction to 'See page 27' is present, which usually indicates that there may be additional information or endorsements on that page. The machine-readable zone at the bottom has encoded the passport's essential details for automated reading systems."","
00497.png,"""The image depicts a United States passport with the following information: The passport type is P, which stands for a personal passport. The code indicating the country is USA for the United States of America. The passport number is 273693832. The surname listed is Armstrong, and the given names are Danny. Danny's nationality is United States of America. He was born on July 2, 1964, in Finland. The sex of the passport holder is male, as denoted by 'M'. This passport was issued on May 7, 1986, and expired on May 6, 1996. The issuing authority is the United States Department of State. A note to 'See page 27' suggests that there might be additional information or endorsements on that page. The machine-readable zone at the bottom encodes the passport's critical information for electronic scanning at border security points."","
00498.png,"""The image depicts a United States personal passport, designated by type P and the country code USA. It carries the passport number 364896210. The document is issued to Valerie Kaufman, with Valerie being her first name and Kaufman her last name. She holds American nationality, was born on September 18, 1973, in Nigeria, and is identified as female with the designation 'F'. The passport was issued by the United States Department of State on March 15, 2015, and is valid until March 14, 2025. A directive to 'See page 27' indicates the likelihood of supplementary information or visas on that page. The document's machine-readable zone at the bottom encodes all the aforementioned information, facilitating its scanning at immigration checkpoints."","
00499.png,"""The image is of a United States passport with the following details: The type of passport is P, which is standard for a personal passport. The country code is USA, indicative of the United States of America. The passport number is 342348258. The holder's surname is Duarte, and the given names are William. William's nationality is the United States of America. His date of birth is August 2, 1996, and he was born in Mayotte. The passport holder's sex is male, as denoted by 'M'. The passport was issued on July 27, 2017, and it is set to expire on July 27, 2027. The authority that issued the passport is the United States Department of State. There is a mention to 'See page 27' which typically indicates that there are additional endorsements or annotations on that page. Finally, the machine-readable zone at the bottom provides a scannable summary of the passport's information for automated systems."","
00500.png,"""The image depicts a United States passport with the following details: The passport type is P, suggesting it is a personal or regular passport, and it is coded for the United States of America (USA). The passport number is 209975564. The bearer's surname is Warner, with the given name of Aaron. The nationality is listed as United States of America, and the date of birth is 24th November 1987, with the place of birth being Suriname. The passport holder's sex is male, as indicated by 'M'. This passport was issued on 21st October 2006 and reached its expiration on 20th October 2016. The issuing authority is the United States Department of State. An instruction to 'See page 27' suggests that additional endorsements or annotations are present on that page. The machine-readable zone provides a scannable summary of the passport holder's details for use at border controls."","
00501.png,"""The image presents a United States personal passport, marked with the type P and the country code USA, indicating it is for the United States of America. The passport's number is 926807835, and it is issued to Joseph Morrow, with Joseph being his first name and Morrow his surname. His nationality is listed as the United States of America. Joseph's birthdate is July 28, 1994, and he was born in Iran. The gender of the passport holder is male, denoted by 'M'. This passport was issued by the United States Department of State on August 4, 2013, and it is set to expire on August 4, 2023. A reference to 'See page 27' implies the existence of further details or notes on that page. Additionally, the passport includes a machine-readable zone at the bottom, which encodes Joseph's personal details for electronic scanning at immigration."","
00502.png,"""The image is of a United States passport with the following details: The type of passport is P, which is for personal use. The code indicating the country is USA for the United States of America. The passport number is 333242788. The holder's surname is Hodge, and the given names are Robert. Robert's nationality is the United States of America. His date of birth is August 15, 1972, and the place of birth is listed as Malta. The passport holder's sex is male, as indicated by 'M'. The passport was issued on May 13, 1986, and expired on May 12, 1996. The issuing authority is the United States Department of State. There is a note to 'See page 27,' which typically means there may be additional information or endorsements on that page. The machine-readable zone at the bottom contains all the necessary details for electronic scanning at border checkpoints."","
00503.png,"""The image displays a United States passport with the following details: The passport type is P, commonly used for personal passports. The code USA indicates the United States of America. The passport number is 008442636. The surname of the holder is Goodman, and the given names are Lynn. Lynn's nationality is the United States of America. Her date of birth is February 15, 1971, and her place of birth is Guinea. The sex of the passport holder is female, denoted by 'F'. The passport was issued on October 4, 1998, and expired on October 3, 2008. The authority that issued the passport is the United States Department of State. An instruction to 'See page 27' is noted, which usually means that there might be additional endorsements or annotations on that page. The machine-readable zone at the bottom includes encoded personal and passport details for electronic scanning systems."","
00504.png,"""The image depicts a United States personal passport, indicated by the type P and the country designation USA for the United States of America. The document's number is 776525541, and it belongs to an individual named Robert Williams, with Robert as his given name and Williams as his surname. His nationality is American, and he was born on October 29, 1982, in the Svalbard & Jan Mayen Islands. The passport identifies the holder's sex as male, with the letter 'M'. Issued by the United States Department of State on December 11, 1999, this passport was valid until December 10, 2009. A note instructing to 'See page 27 suggests the presence of additional annotations or information on that page. Furthermore, the passport includes a machine-readable zone at the bottom, ensuring it can be efficiently processed by electronic systems at border controls."","
00505.png,"""The photograph illustrates a United States personal passport, categorized under type P with the country code USA, signifying the United States of America. It features the passport number 575079556 and is issued to William Richardson, where William is the given name and Richardson the surname. His nationality is the United States of America, born on August 24, 1973, in the Kyrgyz Republic. The document specifies the passport holder's gender as male, indicated by 'M'. The United States Department of State issued the passport on November 23, 1999, with an expiration date of November 22, 2009. An instruction to 'See page 27' hints at possible additional information or endorsements located on that page. The bottom section of the passport includes a machine-readable zone that encapsulates all critical information for electronic scanning during international travel."","
00506.png,"""The image presents a United States passport with the following details: The type is P, indicating a personal passport. The country code USA represents the United States of America. The passport number is 395894485. The surname of the individual is Taylor, and the given names read Todd. Todd's nationality is the United States of America. His date of birth is November 14, 1960, and he was born in Kenya. The sex of the passport holder is male, marked as 'M'. The passport was issued on January 22, 2016, with an expiration date of January 21, 2026. The issuing authority is the United States Department of State. There is a direction to 'See page 27,' which usually indicates that there may be additional information or visas on that page. The machine-readable zone at the bottom has encoded details for automated processing at border controls."","
00507.png,"""The photograph depicts a United States personal passport, identified by the type P and the country code USA, which stands for the United States of America. The passport's number is 909626471, and it is assigned to an individual with the surname Adams and the given name Paul. Paul holds American nationality and was born on March 10, 1981, in Costa Rica. The document indicates that the holder is male, marked by the letter 'M'. It was issued by the United States Department of State on September 29, 2003, and reached its expiration on September 28, 2013. A reminder to 'See page 27' suggests the presence of additional details or annotations on that page. Moreover, the passport includes a machine-readable zone at the bottom, designed to store essential information for automated reading systems at immigration checkpoints."""
00508.png,"""The image is of a United States passport with the following details: The type is P, for personal use. The country code is USA, denoting the United States of America. The passport number is 826232091. The surname of the passport holder is Parrish, and the given names are Ashley. Ashley's nationality is the United States of America. Her date of birth is January 11, 2001, and the place of birth is Gabon. The sex of the passport holder is female, indicated by 'F'. The passport was issued on March 3, 2011, and expired on March 2, 2021. The issuing authority is the United States Department of State. A note to 'See page 27' is included, which typically refers to additional information or endorsements that may be found on that page. The machine-readable zone at the bottom contains all the vital information in a format that can be scanned and read by machines at border controls."","
00509.png,"""The image presents a United States personal passport, characterized by the type P and the country code USA, which signifies the United States of America. The document's number is 412643566, and it is issued to an individual with the surname Lopez and the given name Jason. Jason's citizenship is listed as the United States of America, with his birth occurring on April 25, 1995, in Azerbaijan. The passport indicates the holder's gender as male, denoted by 'M'. Issued on August 22, 2007, by the United States Department of State, it expired on August 21, 2017. An instruction to 'See page 27' implies the existence of additional endorsements or information on that page. Furthermore, the passport features a machine-readable zone at the bottom, ensuring that all vital details are accessible for automated scanning during international border crossings."","
00510.png,"""The image displays a United States personal passport, designated with the type P and the country code USA, which identifies it as belonging to the United States of America. The passport, numbered 965499130, is issued to an individual named Cynthia Flores. Cynthia holds American nationality, with her birthdate recorded as September 21, 1993, and her birthplace being the British Indian Ocean Territory (Chagos Archipelago). The document specifies the holder's gender as female, marked with an 'F'. Issued by the United States Department of State on January 12, 2018, the passport has an expiration date of January 12, 2028. A directive to 'See page 27' suggests the presence of further details or notes on that page. Additionally, the passport features a machine-readable zone at the bottom, which contains all necessary information formatted for electronic scanning at border controls."","
00511.png,"""The photograph displays a personal passport from the United States, indicated by the type P and the country code USA. The document's number is 071465318. It belongs to an individual named Amy Baldwin. Amy's citizenship is listed as United States of America, with her birthdate being March 23, 1990, and her birthplace noted as Lesotho. The passport identifies the holder's gender as female, marked by the letter 'F'. It was issued by the United States Department of State on October 24, 2008, and reached its expiration on October 24, 2018. A note pointing to 'See page 27' implies there may be further details or endorsements found there. The bottom of the passport features a machine-readable zone that confirms the details provided above."","
00512.png,"""The photograph illustrates a United States personal passport, classified under type P with the country code USA, denoting the United States of America. The passport, bearing the number 386051871, belongs to Tammy Dalton. Her nationality is American, with her birth date listed as September 25, 1970, and her birthplace noted as the United Arab Emirates. The document identifies the holder's gender as female, with an 'F' indicator. Issued by the United States Department of State on April 7, 2005, this passport expired on April 7, 2015. An instruction to 'See page 27' hints at possible additional information or annotations within. Furthermore, the passport includes a machine-readable zone at the bottom, ensuring all critical data is accessible for automated scanning during border control procedures."","
00513.png,"""The image is of a United States passport with these details: The passport type is P, denoting a personal passport. The country code is USA, for the United States of America. The passport number is 434286723. The surname of the holder is Jennings, and the given names are Evelyn. Evelyn's nationality is the United States of America. Her date of birth is March 9, 1972, and her place of birth is Wallis and Futuna. The passport holder's sex is female, as indicated by 'F'. The passport was issued on April 1, 1988, and expired on April 1, 1998. The issuing authority is the United States Department of State. A note to 'See page 27' is included, suggesting that there are additional endorsements or annotations on that page. The machine-readable zone at the bottom of the passport includes encoded personal details suitable for automated processing at border controls."","
00514.png,"""The image shows a United States passport with the following information: The passport type is P, indicating it is a personal passport. The country code is USA, which stands for the United States of America. The passport number is 757260455. The holder's surname is Gordon, and the given name is Steve. Steve's nationality is the United States of America. His date of birth is September 1, 1967, and his place of birth is Angola. The sex of the passport holder is male, indicated by 'M'. The passport was issued on December 10, 1988, and expired on December 10, 1998. The issuing authority is the United States Department of State. A directive to 'See page 27' is present, likely indicating that there are additional endorsements or annotations on that page. The machine-readable zone at the bottom contains the essential information in a format that can be read by automated systems at border checkpoints."","
00515.png,"""The photograph depicts a United States personal passport, classified as type P, with the country code USA, which signifies the United States of America. The document, numbered 306607483, is issued to Emily Juarez. Emily is an American national, born on July 2, 1977, in Taiwan. The passport identifies the holder's gender as female, with an 'F' marking. Issued by the United States Department of State on March 10, 2010, it expired on March 9, 2020. An instruction to 'See page 27' suggests the presence of further information or annotations on that page. Additionally, the passport includes a machine-readable zone at the bottom, ensuring that all essential details are available for automated scanning at immigration checkpoints."","
00516.png,"""The image displays a United States personal passport, identified as type P, denoting a personal passport, with the country code USA, representing the United States of America. The passport number is 043629016, issued to Ismail Omar, with Ismail as the given name and Omar as the surname. Ismail's nationality is listed as the United States of America, and he was born on June 13, 1990, in Washington, D.C., USA. The passport indicates the holder's gender as male, marked by 'M'. Issued by the United States Department of State on November 17, 2010, it expired on November 16, 2020. An instruction to 'See page 24' suggests that additional endorsements or annotations may be present on that page. Moreover, the passport includes a machine-readable zone at the bottom, containing all necessary information for electronic scanning at border checkpoints."","
00517.png,"""The image displays a United States personal passport, identified as type P, representing a personal passport, with the country code USA, signifying the United States of America. The passport number is 592733901, and it belongs to Camille Jourdain, with Hohl as the surname and Camille Jourdain as the given names. Camille's nationality is listed as the United States of America. She was born on July 18, 1999, in California, USA. The passport denotes the holder's sex as female, indicated by 'F'. Issued by the United States Department of State on Jan 11, 2019, the passport expired on Jan 10, 2029. A directive to 'See page 27' suggests the possibility of additional endorsements or annotations on that page. Additionally, the passport includes a machine-readable zone at the bottom, encompassing all necessary information for electronic scanning at border checkpoints."","
00518.png,"""The image is of a United States passport with the following details: The passport type is P, which typically denotes a personal passport. The country code is USA for the United States of America. The passport number is 171679082. The holder's surname is Smith, and the given name is Jonathan. Jonathan's nationality is United States of America. His date of birth is July 7, 1972, and the place of birth is Finland. The sex indicated on the passport is male, marked as 'M'. This passport was issued on February 1, 1985, and expired on February 1, 1995. The issuing authority is the United States Department of State. A reference to 'See page 27' is likely indicative of additional endorsements or notes within the passport. The machine-readable zone at the bottom encodes the passport's important details for automated systems used in travel document checks."","
00519.png,"""The passport in the image is a United States passport with these details: The type is designated as P, for a personal passport. The country code is USA, denoting the United States of America. The passport number is 199373860. The surname of the passport holder is Miller, and the given name is Gilbert. Gilbert's nationality is listed as United States of America. His date of birth is November 2, 1999, and the place of birth is the Holy See (Vatican City State). The passport lists the holder's sex as male, with the letter 'M'. It was issued on July 12, 2013, and is set to expire on July 12, 2023. The issuing authority is the United States Department of State. There is a note to 'See page 27', suggesting there are further endorsements or annotations on that page. The machine-readable zone at the bottom includes all the essential data in a format suitable for automated reading systems."","
00520.png,"""The image displays a United States passport with these specifics: The passport type is P, which is standard for a personal passport. It lists the country code as USA, signifying the United States of America. The passport number is 398655946. The holder’s surname is Gonzalez, and her given name is Jennifer. Jennifer's nationality is given as United States of America. Her date of birth is September 1, 2000, and her place of birth is Guyana. The sex listed on the passport is female, indicated by 'F'. The passport's date of issue is February 1, 2013, and it is set to expire on February 1, 2023. The issuing authority is the United States Department of State. A direction to 'See page 27', implies that there are additional details or endorsements on that particular page. The machine-readable zone at the bottom encodes essential information for electronic processing at border checks."","
